Temperature_K,Wavelength_nm,n,k,Eg_eV
300,1130.0,3.5375,1.31826e-05,1.1243954787399721
300,1140.0,3.5352,9.18977e-06,1.1243954787399721
300,1150.0,3.5331,6.06738e-06,1.1243954787399721
300,1160.0,3.531,3.70163e-06,1.1243954787399721
300,1170.0,3.5289,1.9366e-06,1.1243954787399721
300,1180.0,3.5269,5.95e-07,1.1243954787399721
300,1190.0,3.525,2.58e-07,1.1243954787399721
300,1200.0,3.5231,1.5700000000000002e-07,1.1243954787399721
310,300.0,5.1008000000000004,4.215951097132309,1.1217575840722467
310,310.0,5.119800000000001,3.614902491501916,1.1217575840722467
310,320.0,5.1408000000000005,3.308451733835009,1.1217575840722467
310,330.0,5.2108,3.1088968267137043,1.1217575840722467
310,340.0,5.324800000000001,2.9858596311294017,1.1217575840722467
310,350.0,5.5258,2.9418232124866632,1.1217575840722467
310,360.0,6.0638000000000005,2.9404170208358136,1.1217575840722467
310,370.0,6.9618,2.0602429778623437,1.1217575840722467
310,380.0,6.651800000000001,0.9017507180382036,1.1217575840722467
310,390.0,6.0598,0.4416464152958881,1.1217575840722467
310,400.0,5.6318,0.2859971810188668,1.1217575840722467
310,410.0,5.3468,0.21802638106118577,1.1217575840722467
310,420.0,5.1348,0.16891714966016882,1.1217575840722467
310,430.0,4.9638,0.13191260460508433,1.1217575840722467
310,440.0,4.8198,0.10685519357272816,1.1217575840722467
310,450.0,4.6988,0.09253300572254139,1.1217575840722467
310,460.0,4.5938,0.07880510169427851,1.1217575840722467
310,470.0,4.5038,0.06759484400591804,1.1217575840722467
310,480.0,4.4248,0.05853028593712042,1.1217575840722467
310,490.0,4.356800000000001,0.05118498805804949,1.1217575840722467
310,500.0,4.2968,0.04501343811620083,1.1217575840722467
310,510.0,4.2428,0.040154561393572416,1.1217575840722467
310,520.0,4.1958,0.036305443491664834,1.1217575840722467
310,530.0,4.1528,0.03311876150312263,1.1217575840722467
310,540.0,4.1138,0.030329908316801893,1.1217575840722467
310,550.0,4.0788,0.0279077125798251,1.1217575840722467
310,560.0,4.0468,0.02586640882126356,1.1217575840722467
310,570.0,4.0168,0.024003096343115964,1.1217575840722467
310,580.0,3.9898,0.022395117276996338,1.1217575840722467
310,590.0,3.9648,0.021066213019075814,1.1217575840722467
310,600.0,3.9417999999999997,0.01969867899541205,1.1217575840722467
310,610.0,3.9198,0.018518053055461343,1.1217575840722467
310,620.0,3.8998,0.01742397480223261,1.1217575840722467
310,630.0,3.8808,0.016390682897318407,1.1217575840722467
310,640.0,3.8628,0.015423696013358456,1.1217575840722467
310,650.0,3.8457999999999997,0.014529968461178303,1.1217575840722467
310,660.0,3.8308,0.013684853465676574,1.1217575840722467
310,670.0,3.8158,0.012881394838902748,1.1217575840722467
